,alpha'=' 2.007,alpha'=' 2.189,alpha'=' 2.388,alpha'=' 2.605,alpha'=' 2.842,alpha'=' 3.101,alpha'=' 3.383,alpha'=' 3.691,alpha'=' 4.027,alpha'=' 4.393,alpha'=' 4.793,alpha'=' 5.229,alpha'=' 5.705,alpha'=' 6.223,alpha'=' 6.790,alpha'=' 7.407,alpha'=' 8.081,alpha'=' 8.816,alpha'=' 9.618,alpha'=' 10.494,alpha'=' 11.448,alpha'=' 12.490,alpha'=' 13.626,alpha'=' 14.866,alpha'=' 16.218,alpha'=' 17.693,alpha'=' 19.303,alpha'=' 21.059,alpha'=' 22.975,alpha'=' 25.065
artificial.209,0.089,0.084,0.074,0.071,0.067,0.056,0.054,0.05,0.039,0.028,0.014,0.008,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.210,0.234,0.211,0.195,0.169,0.145,0.117,0.097,0.075,0.049,0.028,0.016,0.006,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.211,0.06,0.057,0.048,0.04,0.032,0.024,0.013,0.01,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.212,0.344,0.341,0.335,0.332,0.316,0.298,0.278,0.236,0.194,0.142,0.094,0.039,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.213,0.133,0.133,0.127,0.125,0.115,0.105,0.097,0.084,0.08,0.066,0.059,0.05,0.04,0.019,0.016,0.008,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.214,0.15,0.137,0.122,0.108,0.094,0.085,0.076,0.056,0.044,0.035,0.022,0.013,0.01,0.004,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.215,0.068,0.063,0.052,0.042,0.035,0.031,0.027,0.019,0.013,0.01,0.007,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.216,0.063,0.059,0.048,0.044,0.039,0.032,0.028,0.023,0.017,0.014,0.009,0.004,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.217,0.039,0.038,0.037,0.028,0.027,0.025,0.025,0.02,0.017,0.015,0.013,0.012,0.011,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.218,0.192,0.184,0.175,0.16,0.15,0.13,0.122,0.102,0.087,0.074,0.065,0.048,0.041,0.032,0.021,0.011,0.006,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.219,0.076,0.073,0.071,0.063,0.056,0.05,0.048,0.043,0.035,0.025,0.016,0.008,0.007,0.006,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.220,0.07,0.064,0.057,0.051,0.046,0.044,0.038,0.032,0.026,0.021,0.015,0.013,0.007,0.005,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.221,0.02,0.013,0.01,0.005,0.005,0.003,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.222,0.149,0.138,0.125,0.099,0.082,0.071,0.048,0.043,0.031,0.02,0.014,0.009,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.223,0.043,0.04,0.032,0.029,0.024,0.024,0.022,0.017,0.014,0.011,0.006,0.003,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.224,0.005,0.003,0.003,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.225,0.04,0.037,0.033,0.029,0.023,0.018,0.016,0.013,0.01,0.008,0.007,0.004,0.003,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.226,0.072,0.063,0.058,0.048,0.04,0.035,0.031,0.027,0.022,0.015,0.011,0.005,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.227,0.147,0.138,0.129,0.122,0.116,0.105,0.095,0.089,0.081,0.069,0.054,0.049,0.037,0.025,0.015,0.01,0.005,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.228,0.125,0.113,0.106,0.095,0.079,0.063,0.055,0.041,0.034,0.019,0.008,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.229,0.34,0.329,0.328,0.319,0.302,0.292,0.269,0.255,0.227,0.208,0.19,0.168,0.145,0.126,0.104,0.069,0.036,0.015,0.007,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.230,0.039,0.038,0.03,0.027,0.024,0.012,0.009,0.007,0.006,0.005,0.005,0.003,0.002,0.002,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.231,0.449,0.445,0.438,0.429,0.416,0.404,0.389,0.369,0.351,0.311,0.242,0.162,0.097,0.042,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.232,0.498,0.489,0.489,0.482,0.468,0.453,0.443,0.421,0.399,0.369,0.336,0.31,0.27,0.215,0.167,0.12,0.085,0.051,0.031,0.013,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.233,0.059,0.055,0.05,0.042,0.038,0.023,0.013,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.234,0.015,0.013,0.011,0.008,0.006,0.006,0.006,0.006,0.004,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.235,0.03,0.027,0.026,0.025,0.023,0.018,0.012,0.009,0.007,0.006,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.236,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.237,0.146,0.128,0.114,0.099,0.085,0.071,0.056,0.046,0.035,0.028,0.019,0.012,0.007,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.238,0.083,0.073,0.07,0.066,0.055,0.047,0.032,0.025,0.018,0.014,0.01,0.005,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.239,0.023,0.019,0.015,0.014,0.012,0.007,0.006,0.005,0.004,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.240,0.059,0.056,0.052,0.048,0.048,0.044,0.041,0.038,0.037,0.032,0.029,0.021,0.015,0.011,0.007,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.241,0.007,0.004,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.242,0.362,0.348,0.345,0.335,0.322,0.313,0.299,0.291,0.276,0.269,0.262,0.257,0.252,0.245,0.234,0.2,0.135,0.067,0.022,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.243,0.038,0.034,0.031,0.029,0.024,0.022,0.02,0.019,0.016,0.012,0.01,0.008,0.006,0.003,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.244,0.093,0.088,0.076,0.067,0.066,0.055,0.045,0.036,0.031,0.023,0.017,0.012,0.009,0.005,0.005,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.245,0.087,0.082,0.081,0.076,0.073,0.068,0.058,0.051,0.04,0.033,0.027,0.021,0.016,0.012,0.008,0.006,0.005,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.246,0.009,0.007,0.006,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.247,0.018,0.015,0.012,0.01,0.008,0.006,0.005,0.003,0.003,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.248,0.059,0.055,0.054,0.047,0.043,0.039,0.036,0.032,0.025,0.023,0.018,0.015,0.01,0.009,0.006,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.249,0.014,0.011,0.009,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.250,0.194,0.182,0.169,0.16,0.141,0.124,0.103,0.084,0.054,0.034,0.018,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.251,0.011,0.009,0.005,0.002,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.252,0.03,0.025,0.019,0.016,0.011,0.004,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.253,0.143,0.134,0.122,0.111,0.101,0.093,0.079,0.07,0.061,0.055,0.045,0.032,0.023,0.012,0.008,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.254,0.069,0.066,0.058,0.055,0.047,0.04,0.038,0.036,0.029,0.019,0.015,0.011,0.008,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.255,0.18,0.169,0.157,0.147,0.135,0.121,0.11,0.096,0.076,0.06,0.046,0.035,0.024,0.014,0.009,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.256,0.034,0.027,0.023,0.022,0.019,0.017,0.011,0.007,0.005,0.004,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.257,0.19,0.19,0.189,0.187,0.19,0.179,0.171,0.157,0.15,0.137,0.128,0.11,0.089,0.056,0.036,0.021,0.013,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.258,0.055,0.044,0.036,0.026,0.023,0.019,0.018,0.012,0.008,0.007,0.006,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.259,0.011,0.008,0.008,0.006,0.006,0.006,0.004,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.260,0.065,0.064,0.059,0.055,0.05,0.043,0.038,0.037,0.035,0.031,0.024,0.017,0.011,0.006,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.261,0.218,0.208,0.201,0.193,0.178,0.171,0.157,0.14,0.13,0.106,0.089,0.063,0.046,0.032,0.016,0.008,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.262,0.051,0.047,0.044,0.039,0.03,0.026,0.021,0.014,0.011,0.011,0.009,0.007,0.006,0.005,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.263,0.12,0.11,0.097,0.08,0.075,0.066,0.059,0.051,0.045,0.03,0.02,0.009,0.005,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.264,0.042,0.037,0.034,0.033,0.026,0.026,0.023,0.018,0.013,0.011,0.008,0.007,0.003,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.265,0.112,0.103,0.096,0.088,0.083,0.075,0.069,0.061,0.048,0.036,0.026,0.021,0.019,0.013,0.007,0.003,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.266,0.05,0.048,0.042,0.035,0.031,0.027,0.023,0.019,0.013,0.012,0.006,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.267,0.366,0.359,0.353,0.34,0.324,0.3,0.275,0.245,0.212,0.165,0.121,0.067,0.028,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.268,0.033,0.026,0.019,0.017,0.015,0.012,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.269,0.165,0.159,0.152,0.146,0.13,0.115,0.096,0.074,0.057,0.04,0.024,0.015,0.01,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.270,0.06,0.056,0.051,0.043,0.039,0.035,0.033,0.031,0.025,0.024,0.021,0.017,0.011,0.006,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.271,0.431,0.419,0.4,0.388,0.371,0.356,0.338,0.316,0.284,0.253,0.223,0.186,0.156,0.124,0.091,0.075,0.047,0.025,0.011,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.272,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.273,0.423,0.415,0.412,0.409,0.403,0.401,0.389,0.377,0.366,0.35,0.327,0.298,0.262,0.221,0.18,0.122,0.074,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.274,0.031,0.029,0.018,0.012,0.009,0.008,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.275,0.272,0.255,0.239,0.226,0.212,0.194,0.182,0.155,0.133,0.108,0.078,0.068,0.05,0.039,0.023,0.015,0.007,0.005,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.276,0.103,0.086,0.074,0.066,0.056,0.046,0.034,0.024,0.018,0.013,0.008,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.277,0.087,0.08,0.075,0.076,0.07,0.066,0.058,0.051,0.04,0.032,0.026,0.019,0.011,0.006,0.004,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.278,0.028,0.027,0.024,0.02,0.016,0.012,0.01,0.008,0.007,0.005,0.003,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.279,0.217,0.215,0.211,0.209,0.197,0.174,0.147,0.13,0.098,0.071,0.046,0.023,0.01,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.280,0.041,0.036,0.031,0.028,0.023,0.018,0.016,0.011,0.005,0.005,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.281,0.006,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.282,0.459,0.445,0.424,0.413,0.397,0.385,0.363,0.337,0.305,0.273,0.232,0.192,0.147,0.11,0.072,0.037,0.015,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.283,0.277,0.276,0.272,0.267,0.26,0.252,0.247,0.23,0.224,0.212,0.193,0.167,0.144,0.117,0.085,0.055,0.026,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.284,0.127,0.113,0.106,0.094,0.081,0.072,0.061,0.056,0.042,0.035,0.024,0.017,0.012,0.007,0.006,0.004,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.285,0.25,0.237,0.228,0.211,0.199,0.177,0.161,0.139,0.121,0.1,0.075,0.06,0.046,0.032,0.023,0.012,0.01,0.005,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.286,0.042,0.039,0.039,0.036,0.035,0.032,0.027,0.024,0.02,0.015,0.011,0.009,0.008,0.007,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.287,0.165,0.158,0.15,0.139,0.128,0.118,0.103,0.088,0.078,0.063,0.052,0.039,0.025,0.021,0.01,0.005,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.288,0.191,0.186,0.18,0.171,0.16,0.147,0.136,0.126,0.123,0.111,0.092,0.076,0.062,0.046,0.032,0.024,0.009,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.289,0.082,0.074,0.068,0.06,0.053,0.04,0.034,0.026,0.017,0.012,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.290,0.132,0.13,0.128,0.119,0.115,0.106,0.099,0.091,0.083,0.072,0.057,0.05,0.032,0.019,0.014,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.291,0.095,0.084,0.075,0.062,0.052,0.036,0.025,0.019,0.017,0.013,0.009,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.292,0.005,0.003,0.003,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.293,0.008,0.005,0.003,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.294,0.082,0.079,0.074,0.064,0.055,0.05,0.047,0.043,0.04,0.038,0.031,0.025,0.02,0.016,0.012,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.295,0.082,0.079,0.076,0.072,0.05,0.041,0.037,0.03,0.021,0.011,0.007,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.296,0.074,0.071,0.063,0.061,0.055,0.053,0.043,0.038,0.032,0.024,0.02,0.016,0.012,0.009,0.006,0.005,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.297,0.099,0.09,0.085,0.079,0.072,0.061,0.053,0.044,0.036,0.027,0.022,0.016,0.013,0.007,0.006,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.298,0.09,0.083,0.076,0.064,0.054,0.047,0.044,0.031,0.023,0.018,0.012,0.011,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.299,0.133,0.132,0.128,0.12,0.111,0.11,0.098,0.084,0.082,0.077,0.063,0.045,0.038,0.03,0.018,0.012,0.006,0.003,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.300,0.119,0.11,0.103,0.094,0.085,0.075,0.071,0.06,0.05,0.036,0.031,0.018,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.301,0.126,0.117,0.111,0.1,0.09,0.076,0.066,0.055,0.049,0.041,0.033,0.026,0.019,0.01,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.302,0.053,0.046,0.042,0.035,0.031,0.023,0.019,0.015,0.009,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.303,0.016,0.014,0.009,0.006,0.006,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.304,0.255,0.249,0.243,0.231,0.219,0.2,0.183,0.163,0.149,0.125,0.104,0.076,0.055,0.044,0.029,0.012,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.305,0.069,0.059,0.053,0.038,0.023,0.013,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.306,0.028,0.024,0.017,0.016,0.01,0.005,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.307,0.093,0.086,0.078,0.072,0.064,0.06,0.051,0.037,0.027,0.02,0.017,0.01,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.308,0.054,0.052,0.048,0.044,0.043,0.041,0.039,0.035,0.034,0.031,0.027,0.019,0.017,0.014,0.007,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.309,0.017,0.009,0.006,0.005,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.310,0.031,0.028,0.024,0.023,0.02,0.016,0.014,0.01,0.007,0.006,0.005,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.311,0.152,0.149,0.148,0.148,0.139,0.133,0.122,0.108,0.094,0.086,0.066,0.05,0.038,0.028,0.013,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.312,0.056,0.041,0.029,0.022,0.012,0.009,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.313,0.29,0.286,0.279,0.271,0.259,0.245,0.234,0.22,0.208,0.183,0.164,0.143,0.105,0.077,0.047,0.022,0.012,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.314,0.016,0.016,0.016,0.01,0.008,0.006,0.005,0.005,0.002,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
